Elapsed time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:03.777',0.496,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.779',0.676,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.781',0.839,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.783',1.01,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.785',1.174,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.788',1.312,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.790',1.405,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.792',1.359,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.794',1.138,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.796',0.834,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.798',0.602,0.394,1.362,4.905,73.0,11.17,36.38
'0:03.800',0.436,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.802',0.193,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.804',-0.011,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.806',-0.066,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.808',-0.094,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.810',-0.127,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.813',-0.125,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.815',-0.109,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.817',-0.099,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.819',-0.084,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.821',-0.071,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.823',-0.066,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.825',-0.07,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.827',-0.071,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.829',-0.072,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.831',-0.079,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.833',-0.089,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.835',-0.089,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.838',-0.089,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.840',-0.095,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.842',-0.096,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.844',-0.096,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.846',-0.095,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.848',-0.094,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.850',-0.1,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.852',-0.101,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.854',-0.095,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.856',-0.096,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.858',-0.098,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.860',-0.096,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.863',-0.098,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.865',-0.093,0.228,1.362,4.902,73.0,11.16,36.39
'0:03.867',-0.094,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.869',-0.099,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.871',-0.095,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.873',-0.089,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.875',-0.085,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.877',-0.088,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.879',-0.088,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.881',-0.084,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.883',-0.088,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.885',-0.088,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.888',-0.082,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.890',-0.082,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.892',-0.082,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.894',-0.077,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.896',-0.077,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.898',-0.076,0.207,1.362,4.902,73.0,11.17,36.41
'0:03.900',-0.073,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.902',-0.071,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.904',-0.072,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.906',-0.071,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.908',-0.066,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.910',-0.066,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.913',-0.067,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.915',-0.061,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.917',-0.057,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.919',-0.06,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.921',-0.061,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.923',-0.057,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.925',-0.054,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.927',-0.052,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.929',-0.052,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.931',-0.046,0.207,1.362,4.9,73.0,11.17,36.41
'0:03.933',-0.044,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.935',-0.048,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.938',-0.048,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.940',-0.039,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.942',-0.034,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.944',-0.035,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.946',-0.035,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.948',-0.031,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.950',-0.026,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.952',-0.024,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.954',-0.027,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.956',-0.023,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.958',-0.016,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.960',-0.015,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.963',-0.015,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.965',-0.013,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.967',-0.006,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.969',-0.002,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.971',-0.005,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.973',0.001,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.975',0.006,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.977',0.007,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.979',0.013,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.981',0.013,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.983',0.02,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.985',0.032,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.988',0.028,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.990',0.031,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.992',0.04,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.994',0.046,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.996',0.049,0.186,1.362,4.9,72.0,11.17,36.42
'0:03.998',0.05,0.186,1.362,4.9,72.0,11.17,36.42
'0:04.000',0.061,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.002',0.072,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.004',0.072,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.006',0.077,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.008',0.088,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.010',0.093,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.013',0.098,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.015',0.104,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.017',0.11,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.019',0.117,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.021',0.12,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.023',0.121,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.025',0.129,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.027',0.138,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.029',0.143,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.031',0.144,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.033',0.149,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.035',0.16,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.038',0.161,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.040',0.157,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.042',0.162,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.044',0.167,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.046',0.172,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.048',0.178,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.050',0.179,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.052',0.178,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.054',0.183,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.056',0.179,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.058',0.173,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.060',0.176,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.063',0.176,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.065',0.167,0.166,1.362,4.897,72.0,11.17,36.43
'0:04.067',0.161,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.069',0.157,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.071',0.148,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.073',0.136,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.075',0.123,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.077',0.114,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.079',0.104,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.081',0.093,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.083',0.079,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.085',0.067,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.088',0.059,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.090',0.046,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.092',0.032,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.094',0.023,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.096',0.015,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.098',0.004,0.186,1.362,4.897,72.0,11.16,36.44
'0:04.100',-0.006,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.102',-0.017,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.104',-0.023,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.106',-0.031,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.108',-0.045,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.110',-0.052,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.113',-0.054,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.115',-0.059,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.117',-0.066,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.119',-0.074,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.121',-0.081,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.123',-0.083,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.125',-0.087,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.127',-0.092,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.129',-0.095,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.131',-0.096,0.186,1.36,4.895,72.0,11.16,36.44
'0:04.133',-0.094,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.135',-0.096,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.138',-0.099,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.140',-0.096,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.142',-0.103,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.144',-0.107,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.146',-0.103,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.148',-0.1,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.150',-0.103,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.152',-0.107,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.154',-0.106,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.156',-0.103,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.158',-0.106,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.160',-0.109,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.163',-0.106,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.165',-0.104,0.186,1.36,4.895,72.0,11.17,36.46
'0:04.167',-0.104,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.169',-0.105,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.171',-0.101,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.173',-0.1,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.175',-0.103,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.177',-0.104,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.179',-0.104,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.181',-0.101,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.183',-0.098,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.185',-0.098,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.188',-0.103,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.190',-0.099,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.192',-0.09,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.194',-0.094,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.196',-0.098,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.198',-0.093,0.186,1.362,4.895,72.0,11.17,36.46
'0:04.200',-0.089,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.202',-0.089,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.204',-0.09,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.206',-0.089,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.208',-0.087,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.210',-0.092,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.213',-0.094,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.215',-0.087,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.217',-0.085,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.219',-0.087,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.221',-0.088,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.223',-0.089,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.225',-0.083,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.227',-0.082,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.229',-0.085,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.231',-0.085,0.145,1.36,4.892,72.0,11.17,36.46
'0:04.233',-0.085,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.235',-0.085,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.238',-0.085,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.240',-0.088,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.242',-0.085,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.244',-0.081,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.246',-0.085,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.248',-0.089,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.250',-0.084,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.252',-0.084,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.254',-0.085,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.256',-0.088,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.258',-0.09,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.260',-0.088,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.263',-0.088,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.265',-0.09,0.145,1.36,4.892,72.0,11.17,36.44
'0:04.267',-0.09,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.269',-0.09,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.271',-0.092,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.273',-0.093,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.275',-0.092,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.277',-0.09,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.279',-0.094,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.281',-0.096,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.283',-0.094,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.285',-0.094,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.288',-0.095,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.290',-0.096,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.292',-0.093,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.294',-0.089,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.296',-0.095,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.298',-0.101,0.186,1.36,4.892,72.0,11.17,36.42
'0:04.300',-0.096,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.302',-0.096,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.304',-0.096,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.306',-0.095,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.308',-0.101,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.310',-0.1,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.313',-0.099,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.315',-0.105,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.317',-0.105,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.319',-0.1,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.321',-0.101,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.323',-0.101,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.325',-0.101,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.327',-0.101,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.329',-0.099,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.331',-0.101,0.186,1.36,4.89,72.0,11.17,36.39
'0:04.333',-0.106,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.335',-0.105,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.338',-0.104,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.340',-0.103,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.342',-0.105,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.344',-0.105,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.346',-0.103,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.348',-0.104,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.350',-0.106,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.352',-0.104,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.354',-0.1,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.356',-0.096,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.358',-0.1,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.360',-0.105,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.363',-0.103,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.365',-0.101,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.367',-0.106,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.369',-0.106,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.371',-0.106,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.373',-0.105,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.375',-0.106,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.377',-0.107,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.379',-0.103,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.381',-0.101,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.383',-0.109,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.385',-0.111,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.388',-0.106,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.390',-0.104,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.392',-0.107,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.394',-0.109,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.396',-0.107,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.398',-0.101,0.166,1.36,4.89,72.0,11.17,36.39
'0:04.400',-0.101,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.402',-0.109,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.404',-0.107,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.406',-0.105,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.408',-0.105,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.410',-0.107,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.413',-0.107,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.415',-0.103,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.417',-0.101,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.419',-0.107,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.421',-0.112,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.423',-0.107,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.425',-0.101,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.427',-0.106,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.429',-0.11,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.431',-0.107,0.186,1.36,4.887,72.0,11.17,36.41
'0:04.433',-0.103,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.435',-0.104,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.438',-0.111,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.440',-0.109,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.442',-0.109,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.444',-0.107,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.446',-0.101,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.448',-0.104,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.450',-0.103,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.452',-0.104,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.454',-0.111,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.456',-0.106,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.458',-0.103,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.460',-0.101,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.463',-0.104,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.465',-0.106,0.186,1.36,4.887,72.0,11.17,36.42
'0:04.467',-0.101,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.469',-0.104,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.471',-0.109,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.473',-0.106,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.475',-0.104,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.477',-0.099,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.479',-0.094,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.481',-0.092,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.483',-0.083,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.485',-0.072,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.488',-0.068,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.490',-0.063,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.492',-0.055,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.494',-0.048,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.496',-0.048,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.498',-0.043,0.145,1.36,4.887,72.0,11.16,36.46
'0:04.500',-0.038,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.502',-0.038,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.504',-0.044,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.506',-0.046,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.508',-0.042,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.510',-0.035,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.513',-0.031,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.515',-0.031,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.517',-0.026,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.519',-0.015,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.521',-0.011,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.523',-0.005,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.525',0.004,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.527',-0.001,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.529',-0.009,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.531',-0.02,0.145,1.36,4.885,72.0,11.16,36.49
'0:04.533',-0.032,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.535',-0.037,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.538',-0.044,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.540',-0.048,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.542',-0.042,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.544',-0.043,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.546',-0.046,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.548',-0.046,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.550',-0.042,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.552',-0.043,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.554',-0.052,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.556',-0.067,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.558',-0.076,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.560',-0.074,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.563',-0.087,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.565',-0.104,0.186,1.36,4.885,72.0,11.17,36.53
'0:04.567',-0.104,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.569',-0.099,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.571',-0.093,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.573',-0.099,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.575',-0.112,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.577',-0.111,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.579',-0.107,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.581',-0.11,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.583',-0.11,0.186,1.36,4.885,72.0,11.17,36.57
'0:04.585',-0.112,0.186,1.36,4.885,72.0,11.17,36.57
